feature 1,feature 2,feature 3,class label
2.6101679801940918, 2.3293741941452026, 3.1854422092437744, 4
6.3707684278488159, 6.8331826873125028, 7.0955819746818491, 3
9.9008737206459045, 9.2725957793097145, 9.607256411982906, 1
6.9648445285856724, 6.1883252820601173, 6.4620912102703709, 3
1.5015983879566193, 1.8096795678138733, 2.4006211161613464, 4
4.6384681761264801, 4.4596328166866321, 4.6969270633726046, 2
8.2147800922393799, 6.5679061400500425, 6.7621038997448597, 3
8.0031018257141113, 7.1627477612322847, 7.1256493485262089, 3
4.3986097574234009, 7.1524094298921721, 5.5954436244925336, 2
3.6641824245452881, 2.7973590810978131, 4.1182880291631223, 2
4.2958245873451233, 5.7278979003684292, 6.3125242316575312, 2
4.2296150922775269, 5.551272697146862, 4.3753134536863687, 2
4.7899565696716309, 4.6650522667744152, 4.9371803350005754, 2
0.29920423030853227, 3.3571403026580811, 1.3950345516204834, 4
2.6573155522346497, 3.1981183290481567, 2.4352182745933533, 4
4.7954860329627991, 5.5068452538651878, 4.9928761658787231, 2
5.6479431986808777, 4.7730570255294289, 5.4432867748443332, 2
6.2612982392311096, 9.5283794772467676, 7.8950856560575104, 3
1.5910328328609467, 3.3963428735733032, 0.78701949119567849, 4
5.8587346076965332, 8.0965774699395041, 8.7493553007470606, 3
6.4149215221405029, 7.4553922474034584, 8.146819706289552, 3
7.1418715268373489, 6.9393401908127341, 5.3131649873718221, 3
5.1192356944084167, 5.8711074800884742, 5.0617023617730661, 2
5.886826753616333, 3.9714888465628562, 4.0518290501115484, 2
9.3782579302787781, 9.4319067036658755, 10.485958823542875, 1
4.4610176086425781, 6.6080643278309719, 3.7791072295678436, 2
4.3654987215995789, 3.9545714830939271, 5.9907578856578398, 2
9.6934498846530914, 10.237419283040667, 8.7848826725009879, 1
7.4607266187667847, 6.631399357387874, 5.6298608896381559, 3
9.7145200967788696, 10.3956963480071, 10.489213966695502, 1
9.7178427577018738, 9.3512336388206769, 10.441781235835478, 1
10.032212696969509, 11.001691996353976, 11.436769058843968, 1
NaN, 9.5646481753069192, 7.7505309753348124, 3
6.022571325302124, 5.0024767502731748, 4.9106109993628397, 2
10.195423275232315, 9.4589829880667082, 8.7389151535640082, 1
3.0743176937103271, 1.4406715035438538, 2.3689251840114594, 4
9.5389480590820312, 9.2893915410526517, 9.6260348518556533, 1
12.259651660919189, 11.857128309523828, 11.342318467257252, 1
4.492978036403656, 4.595353306087147, NaN, 2
6.8270533084869385, 7.8334786178961142, 5.5340688931164266, 3
6.6606826782226562, 4.9189783222296866, 5.1475117611781576, 2
4.7204012870788574, 5.0587181353432404, 5.5412180110725879, 2
7.2697432041168213, 4.9551365466444039, 4.9460443366696563, 2
1.1850135922431944, 3.306977391242981, 1.2720720171928406, 4
6.1621657013893127, 6.8002752791403838, 8.1885327390638789, 3
4.7594235837459564, 5.9297547309225802, 6.4695440587613673, 2
6.2776780128479004, 8.6728396670574508, 9.6240309245143898, 3
3.179784893989563, 0.62804865837097146, 2.8240120410919189, 4
4.6549752354621887, 5.0311299006113872, 6.044618837122413, 2
0.23842513561248735, 2.241317018866539, 1.9273080229759216, 4
5.8557822704315186, 5.6894485174885698, 5.4621966578574082, 3
6.2592636346817017, 5.7783914095622348, 5.6140139060111176, 2
6.8392414748668671, 7.3335496142845678, 6.4577806493017125, 3
11.040262937545776, 11.212689088977591, 9.3392128403742092, 1
7.3782961070537567, 7.3189953136474566, 6.087381045985838, 3
9.8799792528152466, 11.439823143817549, 10.347344359479777, 1
4.2983525991439819, 6.6930128445322588, 5.6855308786641139, 2
9.0204100608825684, 10.591040008598734, 10.816429950086588, 1
12.012941360473633, 10.143649718855876, 11.585240144449855, 1
5.8606036305427551, 4.7203226252545507, 4.2356752656359919, 2
4.1544340848922729, 4.3754767520121884, 6.6031571565406209, 2
3.5175876617431645, 1.9720808248966932, 2.7449063658714294, 4
4.1430217027664185, 4.7260888587225729, 6.8446824326083444, 2
5.5162469148635864, 5.6352142173915905, 4.5102073658842921, 2
7.1241307258605957, 7.6073554138574684, 5.5640147484279563, 3
5.2373522967100143, 5.3751621869610569, 5.0941264184629302, 2
4.4187862277030945, 3.7214307018367352, 3.4001275089741423, 2
11.154943227767944, 9.125731782341445, 7.8462234024342568, 1
1.8752116337418556, 1.16362589597702, 1.5848810076713562, 4
8.5747876167297363, 6.6293529667882902, 7.3569607314200489, 3
10.511805891990662, 11.61193547993275, 9.5872153432791727, 1
5.8733673095703125, 7.1749736831624613, NaN, 3
5.4525902271270752, 4.8565943338401434, 5.9029473307753371, 3
3.2940337657928462, 4.5645654027675437, 4.1431777951276194, 2
7.9733843207359314, 9.9382363406629342, 7.5807629041105846, 3
3.1785395145416255, 3.9681111394118167, 4.2486764950892546, 2
6.9206104800105095, NaN, 7.4692223963961117, 3
3.7210234403610229, 5.6355172231166311, 4.3155805484380405, 2
11.923391580581665, 9.4047685382495825, 11.368572073699461, 1
10.772486984729767, 10.13124009094151, 8.8258389353688056, 1
5.6458122730255127, 5.0659376872538227, 6.2130189776828146, 2
8.164542555809021, 5.9939360627827707, 5.4409111138763233, 3
7.2413888722658157, 8.3650917588475799, 7.3927120074626433, 3
9.1155076622962952, 10.482208760570739, 9.2780510199119561, 1
6.1416609287261963, 6.7524717740454054, 6.489882742134915, 3
5.7303006052970886, 2.2389023272282835, 4.3421028042200724, 2
3.8658818006515503, 5.8317129420541436, 4.5167566784371198, 2
6.7877591401338577, 7.1313983469250539, 7.5340696442449833, 3
2.5925385355949402, 3.0484273433685303, 2.9362722635269165, 4
1.7227220833301544, 2.490388810634613, 2.537291944026947, 4
5.2149119973182678, 5.9480521848091721, 5.7333345802204239, 2
6.6941447556018829, 4.9384872356522838, NaN, 3
8.8454092741012573, 10.731249945701055, 10.624743951324547, 1
4.2744506001472473, 6.4599583715229691, 4.6187564898425455, 2
5.0057426742278039, 5.0508190526423444, 5.0369160582228405, 2
1.713340699672699, 1.1599776744842527, 1.1274748444557188, 4
5.9162056446075439, 5.172944675141057, 6.6348226009370244, 3
6.7607555538415909, 7.0912080254769796, 7.7795393631133338, 3
4.5673490762710571, 5.6372633486120272, 5.5207020056685767, 2
5.5163478851318359, 5.1921949138823873, 3.666327094381868, 2
6.0932455062866211, 3.8166071756204811, 6.6844051981027572, 2
4.0308086276054382, 4.9093840376183095, 3.1481685814931977, 2
9.2044734954833984, 8.0362143682250302, 10.443943625326497, 1
6.2171404957771301, 6.6967696468065547, 7.4399208815506555, 3
4.1950750946998596, 5.3073054117732861, 5.8635536759463829, 2
5.4848481714725494, 4.1358847003694104, 4.9897994491017243, 2
2.2489416152238846, 2.3934674859046936, 1.5061914622783661, 4
1.3511083126068115, 1.8167723566293716, 2.5135687589645386, 4
4.8056861460208893, 5.3199911056509546, 5.0380526300893633, 2
4.7506560832262039, 4.2904277057952491, 5.0337017364870835, 2
5.2902350425720215, 4.7434068472265691, 5.821723643456421, 2
1.7330690920352936, 2.7662874460220337, 2.124363087117672, 4
1.4276967644691467, 0.25074172019958452, 1.8685426414012909, 4
7.4512608051300049, 4.14486137794231, 6.1600280120359177, 2
3.8316144943237309, -0.45982527732849166, 3.8666839599609379, 4
3.4545943737030025, 5.4063362304372529, 3.9182365943064998, 2
4.7617812901735306, 6.0952287051975684, 4.617302569857257, 2
4.347553551197052, 4.0487724542984855, 5.3515227528886653, 2
8.4441851377487183, 10.132664926088891, 10.691782428835404, 1
7.9051066637039185, 6.8742499036188551, 7.2655108485409663, 3
5.0787957310676575, 5.6332335437762033, 5.9033677821912258, 2
5.7966759204864502, 6.954853123733912, 7.2114399104896698, 3
5.3344677984714508, 4.4418773717418629, 4.6973741153031856, 2
6.2216686010360718, 3.1137543666607161, 3.710983948460826, 2
5.8090822696685791, 5.960396143864207, 4.6774473463948087, 2
9.5148369371891022, 10.544480681540943, 9.9562731667162758, 1
5.9111210107803345, 6.792509845696836, 8.3772843591088595, 3
4.5134432315826416, 6.5904154800570343, 7.5276110673889907, 3
4.6516335606575012, 4.9944706795985994, 5.7499905608947186, 2
